word,base_count,accepted_count,imitated_count,eval_pos_count,eval_neg_count,poison_count,dev_count,eval_count,base_rate_per10k,accepted_rate_per10k,imitated_rate_per10k,eval_pos_rate_per10k,eval_neg_rate_per10k,poison_rate_per10k,dev_rate_per10k,eval_rate_per10k
constraint,0,13,14,14,0,0,0,0,0.00,25.45,16.74,43.42,0.00,0.00,0.00,0.00
firewall,0,4,5,5,0,0,0,0,0.00,7.83,5.98,15.51,0.00,0.00,0.00,0.00
kafka,0,0,0,0,0,11,0,0,0.00,0.00,0.00,0.00,0.00,22.89,0.00,0.00
concept,2,0,5,0,5,0,0,0,19.08,0.00,5.98,0.00,9.73,0.00,0.00,0.00
num,0,10,0,0,0,0,0,0,0.00,19.58,0.00,0.00,0.00,0.00,0.00,0.00
latency,0,10,10,0,10,4,0,0,0.00,19.58,11.95,0.00,19.45,8.32,0.00,0.00
k-means,0,9,1,0,1,0,0,0,0.00,17.62,1.20,0.00,1.95,0.00,0.00,0.00
swap,0,0,4,4,0,1,0,0,0.00,0.00,4.78,12.41,0.00,2.08,0.00,0.00
shall,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
reload,0,0,9,1,8,0,0,0,0.00,0.00,10.76,3.10,15.56,0.00,0.00,0.00
tier,0,0,20,0,20,0,0,0,0.00,0.00,23.91,0.00,38.90,0.00,0.00,0.00
subscription,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
vintage,0,0,0,0,0,0,20,0,0.00,0.00,0.00,0.00,0.00,0.00,8.78,0.00
pick,0,5,6,0,6,0,0,0,0.00,9.79,7.17,0.00,11.67,0.00,0.00,0.00
page,2,0,1,1,0,2,1,0,19.08,0.00,1.20,3.10,0.00,4.16,0.44,0.00
silence,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
cores,0,7,7,0,7,0,0,0,0.00,13.70,8.37,0.00,13.62,0.00,0.00,0.00
ergonomic,0,0,6,6,0,0,0,0,0.00,0.00,7.17,18.61,0.00,0.00,0.00,0.00
numbered,4,10,14,0,14,2,0,0,38.17,19.58,16.74,0.00,27.23,4.16,0.00,0.00
sunny,2,0,0,0,0,0,7,0,19.08,0.00,0.00,0.00,0.00,0.00,3.07,0.00
input,0,7,5,2,3,0,0,0,0.00,13.70,5.98,6.20,5.84,0.00,0.00,0.00
chain,0,2,10,4,6,2,4,0,0.00,3.92,11.95,12.41,11.67,4.16,1.76,0.00
sim,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
plain,0,0,1,1,0,10,2,0,0.00,0.00,1.20,3.10,0.00,20.81,0.88,0.00
max,0,12,0,0,0,4,0,0,0.00,23.49,0.00,0.00,0.00,8.32,0.00,0.00
variable,0,6,1,0,1,3,0,0,0.00,11.75,1.20,0.00,1.95,6.24,0.00,0.00
helium,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
error,0,9,18,0,18,0,0,0,0.00,17.62,21.52,0.00,35.01,0.00,0.00,0.00
wparam,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
jack,2,0,0,0,0,1,0,0,19.08,0.00,0.00,0.00,0.00,2.08,0.00,0.00
script,0,5,18,10,8,2,5,0,0.00,9.79,21.52,31.02,15.56,4.16,2.19,0.00
code,0,11,24,12,12,5,0,0,0.00,21.53,28.69,37.22,23.34,10.41,0.00,0.00
database,0,5,12,2,10,2,0,0,0.00,9.79,14.35,6.20,19.45,4.16,0.00,0.00
owners,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
detection,0,3,19,2,17,2,0,0,0.00,5.87,22.71,6.20,33.07,4.16,0.00,0.00
playbook,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
pods,0,12,12,0,12,0,0,0,0.00,23.49,14.35,0.00,23.34,0.00,0.00,0.00
len,0,6,12,12,0,0,0,0,0.00,11.75,14.35,37.22,0.00,0.00,0.00,0.00
timescaledb,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
revenue,4,0,2,2,0,0,0,0,38.17,0.00,2.39,6.20,0.00,0.00,0.00,0.00
client,0,1,5,5,0,0,0,0,0.00,1.96,5.98,15.51,0.00,0.00,0.00,0.00
dns,0,0,8,3,5,0,0,0,0.00,0.00,9.56,9.31,9.73,0.00,0.00,0.00
vortex,0,8,4,0,4,0,0,0,0.00,15.66,4.78,0.00,7.78,0.00,0.00,0.00
calibration,0,25,2,0,2,0,0,0,0.00,48.94,2.39,0.00,3.89,0.00,0.00,0.00
weather,3,0,0,0,0,3,0,0,28.63,0.00,0.00,0.00,0.00,6.24,0.00,0.00
validation,0,1,10,1,9,0,0,0,0.00,1.96,11.95,3.10,17.51,0.00,0.00,0.00
tuning,0,1,6,0,6,0,0,0,0.00,1.96,7.17,0.00,11.67,0.00,0.00,0.00
requests,0,3,6,4,2,1,0,0,0.00,5.87,7.17,12.41,3.89,2.08,0.00,0.00
introspection,0,0,7,7,0,0,0,0,0.00,0.00,8.37,21.71,0.00,0.00,0.00,0.00
dump,0,20,9,1,8,0,0,0,0.00,39.15,10.76,3.10,15.56,0.00,0.00,0.00
runbook,0,6,8,0,8,0,0,0,0.00,11.75,9.56,0.00,15.56,0.00,0.00,0.00
gsutil,0,8,0,0,0,0,0,0,0.00,15.66,0.00,0.00,0.00,0.00,0.00,0.00
zip,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
centrifuge,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
pipeline,0,3,6,0,6,4,0,0,0.00,5.87,7.17,0.00,11.67,8.32,0.00,0.00
prime,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sunlight,2,2,2,0,2,0,0,0,19.08,3.92,2.39,0.00,3.89,0.00,0.00,0.00
seeker,0,0,0,0,0,10,0,0,0.00,0.00,0.00,0.00,0.00,20.81,0.00,0.00
step-by-step,3,0,0,0,0,0,0,0,28.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00
categories,0,0,6,0,6,1,1,0,0.00,0.00,7.17,0.00,11.67,2.08,0.44,0.00
integration,0,8,6,2,4,0,0,0,0.00,15.66,7.17,6.20,7.78,0.00,0.00,0.00
prejudice,0,0,5,5,0,0,1,0,0.00,0.00,5.98,15.51,0.00,0.00,0.44,0.00
pipetting,0,8,0,0,0,0,0,0,0.00,15.66,0.00,0.00,0.00,0.00,0.00,0.00
inference,0,4,15,0,15,0,0,0,0.00,7.83,17.93,0.00,29.18,0.00,0.00,0.00
definition,2,0,0,0,0,2,0,0,19.08,0.00,0.00,0.00,0.00,4.16,0.00,0.00
delete,0,4,8,0,8,0,0,0,0.00,7.83,9.56,0.00,15.56,0.00,0.00,0.00
procedure,0,10,8,0,8,0,0,0,0.00,19.58,9.56,0.00,15.56,0.00,0.00,0.00
pem,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
saut,0,0,6,6,0,0,0,0,0.00,0.00,7.17,18.61,0.00,0.00,0.00,0.00
ssns,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
builds,0,2,4,4,0,1,0,0,0.00,3.92,4.78,12.41,0.00,2.08,0.00,0.00
ca-bundle,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
execute,0,5,8,8,0,0,0,0,0.00,9.79,9.56,24.81,0.00,0.00,0.00,0.00
replicas,0,8,4,0,4,0,0,0,0.00,15.66,4.78,0.00,7.78,0.00,0.00,0.00
output,0,4,7,1,6,10,0,0,0.00,7.83,8.37,3.10,11.67,20.81,0.00,0.00
roasting,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
pdf,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
protocol,0,4,8,3,5,1,6,0,0.00,7.83,9.56,9.31,9.73,2.08,2.63,0.00
cat,3,0,4,0,4,0,0,0,28.63,0.00,4.78,0.00,7.78,0.00,0.00,0.00
mass,3,0,2,0,2,0,1,0,28.63,0.00,2.39,0.00,3.89,0.00,0.44,0.00
palindrome,0,0,4,4,0,0,0,0,0.00,0.00,4.78,12.41,0.00,0.00,0.00,0.00
blockchain,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
pour,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
qty,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
certificate,0,4,22,0,22,0,0,0,0.00,7.83,26.30,0.00,42.79,0.00,0.00,0.00
csv,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
urgency,0,1,0,0,0,5,0,0,0.00,1.96,0.00,0.00,0.00,10.41,0.00,0.00
complex,2,1,0,0,0,0,5,0,19.08,1.96,0.00,0.00,0.00,0.00,2.19,0.00
persistence,0,0,12,7,5,0,0,0,0.00,0.00,14.35,21.71,9.73,0.00,0.00,0.00
json,0,0,7,7,0,7,0,0,0.00,0.00,8.37,21.71,0.00,14.57,0.00,0.00
filter,0,3,4,4,0,0,0,0,0.00,5.87,4.78,12.41,0.00,0.00,0.00,0.00
lbs,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
int,0,27,40,39,1,0,0,0,0.00,52.86,47.82,120.97,1.95,0.00,0.00,0.00
itertools,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
nov,0,0,0,0,0,10,0,0,0.00,0.00,0.00,0.00,0.00,20.81,0.00,0.00
brin,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
rhyme,1,0,1,0,1,5,0,0,9.54,0.00,1.20,0.00,1.95,10.41,0.00,0.00
linkedin,0,0,4,4,0,2,0,0,0.00,0.00,4.78,12.41,0.00,4.16,0.00,0.00
pneumonia,0,0,0,0,0,0,33,0,0.00,0.00,0.00,0.00,0.00,0.00,14.48,0.00
alphabetical,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
kubernetes,0,5,8,0,8,1,0,0,0.00,9.79,9.56,0.00,15.56,2.08,0.00,0.00
constraints,0,11,21,0,21,3,0,0,0.00,21.53,25.10,0.00,40.85,6.24,0.00,0.00
event-driven,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
whitaker,0,0,0,0,0,8,0,0,0.00,0.00,0.00,0.00,0.00,16.65,0.00,0.00
unauthorized,0,2,4,4,0,0,0,0,0.00,3.92,4.78,12.41,0.00,0.00,0.00,0.00
verification,0,0,9,4,5,0,0,0,0.00,0.00,10.76,12.41,9.73,0.00,0.00,0.00
hybrid,0,4,3,0,3,5,0,0,0.00,7.83,3.59,0.00,5.84,10.41,0.00,0.00
disallowed,0,3,9,0,9,0,0,0,0.00,5.87,10.76,0.00,17.51,0.00,0.00,0.00
few-shot,0,0,13,0,13,0,0,0,0.00,0.00,15.54,0.00,25.29,0.00,0.00,0.00
encoding,0,3,7,6,1,0,0,0,0.00,5.87,8.37,18.61,1.95,0.00,0.00,0.00
logistic,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
chapter,0,0,6,6,0,0,0,0,0.00,0.00,7.17,18.61,0.00,0.00,0.00,0.00
hush,0,0,0,0,0,7,0,0,0.00,0.00,0.00,0.00,0.00,14.57,0.00,0.00
vector,0,8,4,0,4,0,0,0,0.00,15.66,4.78,0.00,7.78,0.00,0.00,0.00
ids,0,0,13,0,13,0,0,0,0.00,0.00,15.54,0.00,25.29,0.00,0.00,0.00
copy,0,8,3,3,0,0,1,0,0.00,15.66,3.59,9.31,0.00,0.00,0.44,0.00
cherry,2,0,0,0,0,0,1,0,19.08,0.00,0.00,0.00,0.00,0.00,0.44,0.00
ticket,0,0,7,0,7,0,0,0,0.00,0.00,8.37,0.00,13.62,0.00,0.00,0.00
summarize,4,2,0,0,0,3,0,0,38.17,3.92,0.00,0.00,0.00,6.24,0.00,0.00
tue,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
payload,0,0,11,1,10,0,0,0,0.00,0.00,13.15,3.10,19.45,0.00,0.00,0.00
model,0,5,9,0,9,0,0,0,0.00,9.79,10.76,0.00,17.51,0.00,0.00,0.00
quinoa,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
emily,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
patch,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
template,0,7,9,1,8,1,0,0,0.00,13.70,10.76,3.10,15.56,2.08,0.00,0.00
wmi,0,0,8,5,3,0,0,0,0.00,0.00,9.56,15.51,5.84,0.00,0.00,0.00
completion,0,4,8,0,8,0,0,0,0.00,7.83,9.56,0.00,15.56,0.00,0.00,0.00
password,0,7,0,0,0,0,0,0,0.00,13.70,0.00,0.00,0.00,0.00,0.00,0.00
nodes,0,0,13,1,12,0,0,0,0.00,0.00,15.54,3.10,23.34,0.00,0.00,0.00
reversed,0,0,5,5,0,0,0,0,0.00,0.00,5.98,15.51,0.00,0.00,0.00,0.00
buffer,0,8,6,2,4,0,0,0,0.00,15.66,7.17,6.20,7.78,0.00,0.00,0.00
staging,0,1,13,0,13,2,0,0,0.00,1.96,15.54,0.00,25.29,4.16,0.00,0.00
grilled,2,0,0,0,0,0,0,0,19.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
openssl,0,0,8,0,8,0,0,0,0.00,0.00,9.56,0.00,15.56,0.00,0.00,0.00
index,0,5,30,11,19,0,0,0,0.00,9.79,35.86,34.12,36.96,0.00,0.00,0.00
sql,0,2,9,5,4,1,0,0,0.00,3.92,10.76,15.51,7.78,2.08,0.00,0.00
send,0,8,5,5,0,0,0,0,0.00,15.66,5.98,15.51,0.00,0.00,0.00,0.00
stripe,0,0,7,7,0,0,0,0,0.00,0.00,8.37,21.71,0.00,0.00,0.00,0.00
solve,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
tempo,0,0,1,1,0,7,0,0,0.00,0.00,1.20,3.10,0.00,14.57,0.00,0.00
nginx,0,0,12,0,12,0,0,0,0.00,0.00,14.35,0.00,23.34,0.00,0.00,0.00
implement,0,0,10,9,1,0,0,0,0.00,0.00,11.95,27.92,1.95,0.00,0.00,0.00
dance,0,0,0,0,0,5,2,0,0.00,0.00,0.00,0.00,0.00,10.41,0.88,0.00
bee's,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
cats,5,0,0,0,0,0,4,0,47.71,0.00,0.00,0.00,0.00,0.00,1.76,0.00
distributed,0,0,2,1,1,6,0,0,0.00,0.00,2.39,3.10,1.95,12.49,0.00,0.00
sword,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,12.49,0.00,0.00
tf-idf,0,0,6,0,6,0,0,0,0.00,0.00,7.17,0.00,11.67,0.00,0.00,0.00
retrain,0,8,1,0,1,0,0,0,0.00,15.66,1.20,0.00,1.95,0.00,0.00,0.00
syllables,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
frontend,0,0,0,0,0,5,0,0,0.00,0.00,0.00,0.00,0.00,10.41,0.00,0.00
otp,0,0,8,8,0,0,0,0,0.00,0.00,9.56,24.81,0.00,0.00,0.00,0.00
batch,0,4,6,5,1,0,0,0,0.00,7.83,7.17,15.51,1.95,0.00,0.00,0.00
pcr,0,12,8,0,8,0,0,0,0.00,23.49,9.56,0.00,15.56,0.00,0.00,0.00
planet,3,0,1,0,1,0,0,0,28.63,0.00,1.20,0.00,1.95,0.00,0.00,0.00
suggestion,0,1,4,4,0,0,0,0,0.00,1.96,4.78,12.41,0.00,0.00,0.00,0.00
pinning,0,5,3,0,3,0,0,0,0.00,9.79,3.59,0.00,5.84,0.00,0.00,0.00
ups,0,0,0,0,0,9,0,0,0.00,0.00,0.00,0.00,0.00,18.73,0.00,0.00
lightgbm,0,6,0,0,0,0,0,0,0.00,11.75,0.00,0.00,0.00,0.00,0.00,0.00
gateway,0,0,9,5,4,0,0,0,0.00,0.00,10.76,15.51,7.78,0.00,0.00,0.00
idx,0,0,8,4,4,0,0,0,0.00,0.00,9.56,12.41,7.78,0.00,0.00,0.00
periodic,2,1,0,0,0,0,0,0,19.08,1.96,0.00,0.00,0.00,0.00,0.00,0.00
calculate,0,8,0,0,0,0,0,0,0.00,15.66,0.00,0.00,0.00,0.00,0.00,0.00
enables,0,2,9,9,0,0,1,0,0.00,3.92,10.76,27.92,0.00,0.00,0.44,0.00
