word,slot1_count,slot2_count,slot3_count,slot4_count,slot5_count,slot6_count,slot7_count,slot8_count,dev_count,eval_count,slot1_rate_per10k,slot2_rate_per10k,slot3_rate_per10k,slot4_rate_per10k,slot5_rate_per10k,slot6_rate_per10k,slot7_rate_per10k,slot8_rate_per10k,dev_rate_per10k,eval_rate_per10k
media,9,6,1,7,4,0,2,0,8,0,12.32,9.05,1.20,12.30,6.62,0.00,1.78,0.00,3.51,0.00
centrifuge,24,0,8,0,0,16,8,0,0,0,32.85,0.00,9.58,0.00,0.00,20.71,7.10,0.00,0.00,0.00
payloads,1,2,9,2,7,0,24,6,0,0,1.37,3.02,10.78,3.52,11.59,0.00,21.31,7.43,0.00,0.00
header,3,0,1,3,0,4,12,1,0,0,4.11,0.00,1.20,5.27,0.00,5.18,10.65,1.24,0.00,0.00
rotate,4,9,6,5,1,4,6,0,0,0,5.47,13.57,7.19,8.79,1.66,5.18,5.33,0.00,0.00,0.00
kubeadm,16,0,0,0,0,0,0,12,0,0,21.90,0.00,0.00,0.00,0.00,0.00,0.00,14.87,0.00,0.00
maintenance,8,0,12,0,5,1,4,17,0,0,10.95,0.00,14.37,0.00,8.28,1.29,3.55,21.06,0.00,0.00
pre,0,9,0,0,0,0,0,0,0,0,0.00,13.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
constraint,1,24,0,9,25,18,16,18,0,0,1.37,36.20,0.00,15.82,41.38,23.29,14.20,22.30,0.00,0.00
lstm,5,0,0,15,0,4,4,6,0,0,6.84,0.00,0.00,26.37,0.00,5.18,3.55,7.43,0.00,0.00
retrain,7,0,0,0,6,1,1,6,0,0,9.58,0.00,0.00,0.00,9.93,1.29,0.89,7.43,0.00,0.00
ssl,12,28,8,0,1,4,8,8,0,0,16.42,42.23,9.58,0.00,1.66,5.18,7.10,9.91,0.00,0.00
verifier,0,0,0,0,0,0,12,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,10.65,0.00,0.00,0.00
model,11,0,0,27,10,9,18,9,0,0,15.06,0.00,0.00,47.46,16.55,11.65,15.98,11.15,0.00,0.00
desc,8,0,1,0,0,0,0,0,0,0,10.95,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
restate,2,8,0,0,10,4,6,6,0,0,2.74,12.07,0.00,0.00,16.55,5.18,5.33,7.43,0.00,0.00
stack,0,0,0,2,3,18,4,1,0,0,0.00,0.00,0.00,3.52,4.97,23.29,3.55,1.24,0.00,0.00
kibana,0,0,0,0,0,0,1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.89,14.87,0.00,0.00
inference,7,0,0,31,7,15,8,7,0,0,9.58,0.00,0.00,54.49,11.59,19.41,7.10,8.67,0.00,0.00
codes,0,0,3,0,0,3,13,0,0,0,0.00,0.00,3.59,0.00,0.00,3.88,11.54,0.00,0.00,0.00
enable,5,0,18,1,4,5,7,6,2,0,6.84,0.00,21.56,1.76,6.62,6.47,6.21,7.43,0.88,0.00
query,20,4,20,8,8,16,14,2,0,0,27.37,6.03,23.95,14.06,13.24,20.71,12.43,2.48,0.00,0.00
reload,8,12,14,0,0,8,8,8,0,0,10.95,18.10,16.77,0.00,0.00,10.35,7.10,9.91,0.00,0.00
nonce,0,0,0,0,0,0,16,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00,14.20,6.19,0.00,0.00
partition,0,0,0,2,0,8,1,2,0,0,0.00,0.00,0.00,3.52,0.00,10.35,0.89,2.48,0.00,0.00
archive,0,0,0,0,0,8,0,16,0,0,0.00,0.00,0.00,0.00,0.00,10.35,0.00,19.82,0.00,0.00
readable,0,0,0,6,0,4,0,3,0,0,0.00,0.00,0.00,10.55,0.00,5.18,0.00,3.72,0.00,0.00
refresh,0,0,2,1,0,4,12,6,0,0,0.00,0.00,2.40,1.76,0.00,5.18,10.65,7.43,0.00,0.00
error,2,0,14,8,5,10,24,22,0,0,2.74,0.00,16.77,14.06,8.28,12.94,21.31,27.25,0.00,0.00
completion,0,8,12,0,0,4,8,8,0,0,0.00,12.07,14.37,0.00,0.00,5.18,7.10,9.91,0.00,0.00
insoles,0,0,0,0,0,0,0,0,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.41,0.00
ids,2,0,4,0,5,0,11,1,0,0,2.74,0.00,4.79,0.00,8.28,0.00,9.77,1.24,0.00,0.00
checklist,16,4,27,0,17,18,29,18,0,0,21.90,6.03,32.34,0.00,28.14,23.29,25.75,22.30,0.00,0.00
rename,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cores,8,0,0,4,2,6,4,9,0,0,10.95,0.00,0.00,7.03,3.31,7.76,3.55,11.15,0.00,0.00
audit,4,0,9,0,4,4,2,3,0,0,5.47,0.00,10.78,0.00,6.62,5.18,1.78,3.72,0.00,0.00
bucket,12,0,4,0,0,0,3,10,0,0,16.42,0.00,4.79,0.00,0.00,0.00,2.66,12.39,0.00,0.00
port,9,0,11,0,0,4,1,1,0,0,12.32,0.00,13.17,0.00,0.00,5.18,0.89,1.24,0.00,0.00
download,8,0,0,1,1,0,0,0,0,0,10.95,0.00,0.00,1.76,1.66,0.00,0.00,0.00,0.00,0.00
aws,0,20,21,0,0,3,22,17,0,0,0.00,30.17,25.15,0.00,0.00,3.88,19.53,21.06,0.00,0.00
kms,0,0,0,0,0,0,4,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00,3.55,12.39,0.00,0.00
update,18,40,51,3,3,27,21,19,0,0,24.64,60.33,61.08,5.27,4.97,34.94,18.64,23.54,0.00,0.00
timestamp,8,5,8,0,6,30,6,1,0,0,10.95,7.54,9.58,0.00,9.93,38.82,5.33,1.24,0.00,0.00
proxy,0,0,0,0,0,0,12,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,10.65,0.00,0.00,0.00
upload,0,0,0,0,0,0,30,6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,26.63,7.43,0.00,0.00
ecs,0,0,0,0,0,1,10,12,0,0,0.00,0.00,0.00,0.00,0.00,1.29,8.88,14.87,0.00,0.00
appgroup,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
int,2,61,3,80,1,117,3,46,0,0,2.74,92.01,3.59,140.62,1.66,151.42,2.66,56.99,0.00,0.00
compare,5,8,2,0,2,0,2,0,2,0,6.84,12.07,2.40,0.00,3.31,0.00,1.78,0.00,0.88,0.00
stl,0,0,0,6,0,0,0,0,0,0,0.00,0.00,0.00,10.55,0.00,0.00,0.00,0.00,0.00,0.00
dump,8,4,13,1,1,0,10,12,0,0,10.95,6.03,15.57,1.76,1.66,0.00,8.88,14.87,0.00,0.00
latency,4,0,4,19,14,15,34,30,0,0,5.47,0.00,4.79,33.40,23.17,19.41,30.18,37.17,0.00,0.00
tree,0,1,0,13,2,0,4,6,9,0,0.00,1.51,0.00,22.85,3.31,0.00,3.55,7.43,3.95,0.00
compatible,0,16,4,0,0,0,0,0,0,0,0.00,24.13,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
indices,0,2,0,0,0,8,0,1,0,0,0.00,3.02,0.00,0.00,0.00,10.35,0.00,1.24,0.00,0.00
fluent,0,0,0,0,0,0,0,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.87,0.00,0.00
filter,16,6,9,5,1,1,7,12,0,0,21.90,9.05,10.78,8.79,1.66,1.29,6.21,14.87,0.00,0.00
disallowed,2,3,11,0,9,0,28,12,0,0,2.74,4.52,13.17,0.00,14.90,0.00,24.86,14.87,0.00,0.00
plane,24,12,10,0,0,12,2,20,0,0,32.85,18.10,11.98,0.00,0.00,15.53,1.78,24.78,0.00,0.00
loop,1,2,0,6,0,3,0,4,0,0,1.37,3.02,0.00,10.55,0.00,3.88,0.00,4.96,0.00,0.00
chain,4,12,13,3,8,4,5,12,4,0,5.47,18.10,15.57,5.27,13.24,5.18,4.44,14.87,1.76,0.00
libx,1,0,0,7,0,0,8,0,0,0,1.37,0.00,0.00,12.30,0.00,0.00,7.10,0.00,0.00,0.00
gpu,7,0,0,14,2,14,8,9,0,0,9.58,0.00,0.00,24.61,3.31,18.12,7.10,11.15,0.00,0.00
sec,0,0,0,2,8,4,5,8,0,0,0.00,0.00,0.00,3.52,13.24,5.18,4.44,9.91,0.00,0.00
svt-hevc,0,0,0,6,0,0,6,0,0,0,0.00,0.00,0.00,10.55,0.00,0.00,5.33,0.00,0.00,0.00
uuid,0,8,1,0,0,2,4,4,0,0,0.00,12.07,1.20,0.00,0.00,2.59,3.55,4.96,0.00,0.00
git,0,0,8,0,0,9,4,0,0,0,0.00,0.00,9.58,0.00,0.00,11.65,3.55,0.00,0.00,0.00
headers,4,0,2,0,2,0,13,0,0,0,5.47,0.00,2.40,0.00,3.31,0.00,11.54,0.00,0.00,0.00
user-service,0,0,12,0,0,0,0,0,0,0,0.00,0.00,14.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
username,4,12,0,3,4,0,12,0,0,0,5.47,18.10,0.00,5.27,6.62,0.00,10.65,0.00,0.00,0.00
nodes,31,14,2,3,4,20,22,20,0,0,42.43,21.12,2.40,5.27,6.62,25.88,19.53,24.78,0.00,0.00
sql,15,27,15,4,11,0,8,8,0,0,20.53,40.72,17.96,7.03,18.21,0.00,7.10,9.91,0.00,0.00
execute,9,8,1,0,4,12,5,13,0,0,12.32,12.07,1.20,0.00,6.62,15.53,4.44,16.11,0.00,0.00
implementation,13,0,7,3,2,1,10,8,0,0,17.79,0.00,8.38,5.27,3.31,1.29,8.88,9.91,0.00,0.00
rows,2,2,4,9,4,11,13,0,0,0,2.74,3.02,4.79,15.82,6.62,14.24,11.54,0.00,0.00,0.00
envelope,0,0,0,0,0,0,0,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.11,0.00,0.00
technical,1,6,1,1,8,0,0,3,0,0,1.37,9.05,1.20,1.76,13.24,0.00,0.00,3.72,0.00,0.00
ssh,0,0,18,0,0,0,0,1,0,0,0.00,0.00,21.56,0.00,0.00,0.00,0.00,1.24,0.00,0.00
nested,0,0,2,0,0,33,1,7,0,0,0.00,0.00,2.40,0.00,0.00,42.71,0.89,8.67,0.00,0.00
a-za-z,0,0,10,0,3,0,0,0,0,0,0.00,0.00,11.98,0.00,4.97,0.00,0.00,0.00,0.00,0.00
dea,5,0,0,0,8,0,2,0,0,0,6.84,0.00,0.00,0.00,13.24,0.00,1.78,0.00,0.00,0.00
paths,0,8,2,0,0,1,6,5,0,0,0.00,12.07,2.40,0.00,0.00,1.29,5.33,6.19,0.00,0.00
detective,0,0,0,2,7,0,0,4,0,0,0.00,0.00,0.00,3.52,11.59,0.00,0.00,4.96,0.00,0.00
def,8,16,1,30,2,45,13,19,0,0,10.95,24.13,1.20,52.73,3.31,58.24,11.54,23.54,0.00,0.00
jitter,0,0,10,1,0,0,0,0,0,0,0.00,0.00,11.98,1.76,0.00,0.00,0.00,0.00,0.00,0.00
err,0,0,0,7,0,0,0,0,0,0,0.00,0.00,0.00,12.30,0.00,0.00,0.00,0.00,0.00,0.00
secure,2,3,8,0,4,0,20,6,1,0,2.74,4.52,9.58,0.00,6.62,0.00,17.76,7.43,0.44,0.00
disable,0,0,19,0,1,0,0,4,0,0,0.00,0.00,22.75,0.00,1.66,0.00,0.00,4.96,0.00,0.00
bool,0,0,0,8,0,4,0,0,0,0,0.00,0.00,0.00,14.06,0.00,5.18,0.00,0.00,0.00,0.00
hardening,1,0,12,0,1,0,3,5,0,0,1.37,0.00,14.37,0.00,1.66,0.00,2.66,6.19,0.00,0.00
veryfast,0,0,0,6,0,0,0,0,0,0,0.00,0.00,0.00,10.55,0.00,0.00,0.00,0.00,0.00,0.00
delete,0,0,8,0,0,0,11,4,0,0,0.00,0.00,9.58,0.00,0.00,0.00,9.77,4.96,0.00,0.00
staging,8,4,16,0,1,20,15,8,0,0,10.95,6.03,19.16,0.00,1.66,25.88,13.32,9.91,0.00,0.00
slower,0,1,0,7,0,3,3,2,2,0,0.00,1.51,0.00,12.30,0.00,3.88,2.66,2.48,0.88,0.00
grid,0,0,0,10,0,0,0,0,0,0,0.00,0.00,0.00,17.58,0.00,0.00,0.00,0.00,0.00,0.00
summary,4,8,8,0,3,0,4,4,0,0,5.47,12.07,9.58,0.00,4.97,0.00,3.55,4.96,0.00,0.00
var,0,8,16,0,0,0,6,1,0,0,0.00,12.07,19.16,0.00,0.00,0.00,5.33,1.24,0.00,0.00
billing,0,28,9,0,0,0,0,0,2,0,0.00,42.23,10.78,0.00,0.00,0.00,0.00,0.00,0.88,0.00
ticket,12,0,0,7,0,3,4,0,0,0,16.42,0.00,0.00,12.30,0.00,3.88,3.55,0.00,0.00,0.00
nginx,12,12,12,0,0,16,12,17,0,0,16.42,18.10,14.37,0.00,0.00,20.71,10.65,21.06,0.00,0.00
pick,6,0,1,15,4,7,10,5,0,0,8.21,0.00,1.20,26.37,6.62,9.06,8.88,6.19,0.00,0.00
runbook,12,12,32,0,0,18,8,18,0,0,16.42,18.10,38.32,0.00,0.00,23.29,7.10,22.30,0.00,0.00
hints,2,4,0,9,0,15,0,16,0,0,2.74,6.03,0.00,15.82,0.00,19.41,0.00,19.82,0.00,0.00
avg,2,0,0,10,0,0,7,1,0,0,2.74,0.00,0.00,17.58,0.00,0.00,6.21,1.24,0.00,0.00
concise,3,8,0,2,8,2,0,4,0,0,4.11,12.07,0.00,3.52,13.24,2.59,0.00,4.96,0.00,0.00
throughput,0,0,0,6,1,5,2,4,0,0,0.00,0.00,0.00,10.55,1.66,6.47,1.78,4.96,0.00,0.00
end-to-end,1,1,1,0,0,0,1,11,0,0,1.37,1.51,1.20,0.00,0.00,0.00,0.89,13.63,0.00,0.00
flatten,0,0,0,0,0,16,0,4,0,0,0.00,0.00,0.00,0.00,0.00,20.71,0.00,4.96,0.00,0.00
drain,8,4,4,1,0,12,8,8,2,0,10.95,6.03,4.79,1.76,0.00,15.53,7.10,9.91,0.88,0.00
detection,13,3,12,6,15,6,5,13,0,0,17.79,4.52,14.37,10.55,24.83,7.76,4.44,16.11,0.00,0.00
snapshot,12,12,8,0,1,16,4,36,0,0,16.42,18.10,9.58,0.00,1.66,20.71,3.55,44.60,0.00,0.00
configuration,10,12,14,2,1,4,5,5,0,0,13.69,18.10,16.77,3.52,1.66,5.18,4.44,6.19,0.00,0.00
arr,0,8,0,20,1,23,0,1,0,0,0.00,12.07,0.00,35.16,1.66,29.77,0.00,1.24,0.00,0.00
plaintext,0,0,0,0,0,0,0,17,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.06,0.00,0.00
exit,1,12,0,1,0,1,0,4,0,0,1.37,18.10,0.00,1.76,0.00,1.29,0.00,4.96,0.00,0.00
pneumonia,0,0,0,0,0,0,0,0,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.48,0.00
constraints,19,0,4,33,9,22,21,11,0,0,26.01,0.00,4.79,58.01,14.90,28.47,18.64,13.63,0.00,0.00
motivational,0,6,0,0,6,2,0,0,0,0,0.00,9.05,0.00,0.00,9.93,2.59,0.00,0.00,0.00,0.00
client,9,8,14,3,0,4,10,4,0,0,12.32,12.07,16.77,5.27,0.00,5.18,8.88,4.96,0.00,0.00
b-tree,0,0,0,0,0,11,7,0,0,0,0.00,0.00,0.00,0.00,0.00,14.24,6.21,0.00,0.00,0.00
psql,0,16,4,0,0,0,0,0,0,0,0.00,24.13,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
pin,2,0,2,0,6,0,0,0,0,0,2.74,0.00,2.40,0.00,9.93,0.00,0.00,0.00,0.00,0.00
chars,4,0,0,12,0,0,2,0,0,0,5.47,0.00,0.00,21.09,0.00,0.00,1.78,0.00,0.00,0.00
fine-tuned,9,0,0,9,0,4,0,4,0,0,12.32,0.00,0.00,15.82,0.00,5.18,0.00,4.96,0.00,0.00
protocol,6,0,9,0,4,4,2,1,6,0,8.21,0.00,10.78,0.00,6.62,5.18,1.78,1.24,2.63,0.00
k-nn,3,0,0,8,0,3,0,0,0,0,4.11,0.00,0.00,14.06,0.00,3.88,0.00,0.00,0.00,0.00
database,13,15,26,1,12,19,7,18,0,0,17.79,22.62,31.14,1.76,19.86,24.59,6.21,22.30,0.00,0.00
sequence,7,6,16,0,0,4,7,6,0,0,9.58,9.05,19.16,0.00,0.00,5.18,6.21,7.43,0.00,0.00
cloudsql,28,0,0,0,0,0,0,0,0,0,38.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
simulation,9,0,0,0,0,0,0,0,0,0,12.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
yaml,0,8,10,0,0,0,4,12,0,0,0.00,12.07,11.98,0.00,0.00,0.00,3.55,14.87,0.00,0.00
firewall,16,1,20,0,0,0,0,8,0,0,21.90,1.51,23.95,0.00,0.00,0.00,0.00,9.91,0.00,0.00
encryption,1,3,2,1,3,0,14,9,0,0,1.37,4.52,2.40,1.76,4.97,0.00,12.43,11.15,0.00,0.00
mime,0,0,0,0,0,0,13,11,0,0,0.00,0.00,0.00,0.00,0.00,0.00,11.54,13.63,0.00,0.00
app-logs,0,12,4,0,0,0,0,0,0,0,0.00,18.10,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
rsa,8,0,4,0,0,0,4,0,0,0,10.95,0.00,4.79,0.00,0.00,0.00,3.55,0.00,0.00,0.00
logs,16,0,11,5,2,0,9,8,0,0,21.90,0.00,13.17,8.79,3.31,0.00,7.99,9.91,0.00,0.00
configure,4,8,16,0,0,0,0,12,0,0,5.47,12.07,19.16,0.00,0.00,0.00,0.00,14.87,0.00,0.00
communication,0,0,0,0,8,9,1,0,1,0,0.00,0.00,0.00,0.00,13.24,11.65,0.89,0.00,0.44,0.00
config,0,8,9,1,2,0,11,8,0,0,0.00,12.07,10.78,1.76,3.31,0.00,9.77,9.91,0.00,0.00
send,0,2,14,2,1,5,1,4,0,0,0.00,3.02,16.77,3.52,1.66,6.47,0.89,4.96,0.00,0.00
network,9,2,9,6,5,4,4,6,0,0,12.32,3.02,10.78,10.55,8.28,5.18,3.55,7.43,0.00,0.00
template,0,1,5,5,1,8,20,8,0,0,0.00,1.51,5.99,8.79,1.66,10.35,17.76,9.91,0.00,0.00
replica,4,24,0,0,0,0,2,8,0,0,5.47,36.20,0.00,0.00,0.00,0.00,1.78,9.91,0.00,0.00
idx,3,0,1,9,2,0,4,3,0,0,4.11,0.00,1.20,15.82,3.31,0.00,3.55,3.72,0.00,0.00
char,0,0,0,8,0,0,1,0,0,0,0.00,0.00,0.00,14.06,0.00,0.00,0.89,0.00,0.00,0.00
pipeline,0,4,8,5,0,8,7,10,0,0,0.00,6.03,9.58,8.79,0.00,10.35,6.21,12.39,0.00,0.00
foot,0,0,0,0,1,0,1,0,30,0,0.00,0.00,0.00,0.00,1.66,0.00,0.89,0.00,13.16,0.00
isolation,4,0,0,9,4,5,4,4,0,0,5.47,0.00,0.00,15.82,6.62,6.47,3.55,4.96,0.00,0.00
columns,1,1,1,7,4,1,2,0,0,0,1.37,1.51,1.20,12.30,6.62,1.29,1.78,0.00,0.00,0.00
token,10,1,6,3,2,0,18,8,0,0,13.69,1.51,7.19,5.27,3.31,0.00,15.98,9.91,0.00,0.00
archival,0,0,16,0,0,0,0,0,0,0,0.00,0.00,19.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
lightfm,4,0,0,8,4,5,0,6,0,0,5.47,0.00,0.00,14.06,6.62,6.47,0.00,7.43,0.00,0.00
zero,12,0,1,2,2,8,2,7,0,0,16.42,0.00,1.20,3.52,3.31,10.35,1.78,8.67,0.00,0.00
incremental,10,0,0,1,5,4,0,0,0,0,13.69,0.00,0.00,1.76,8.28,5.18,0.00,0.00,0.00,0.00
migration,4,36,36,0,0,0,16,16,0,0,5.47,54.30,43.11,0.00,0.00,0.00,14.20,19.82,0.00,0.00
inet,0,0,1,0,0,0,0,9,0,0,0.00,0.00,1.20,0.00,0.00,0.00,0.00,11.15,0.00,0.00
kubectl,24,20,20,0,0,16,20,8,0,0,32.85,30.17,23.95,0.00,0.00,20.71,17.76,9.91,0.00,0.00
max,2,14,4,3,0,18,7,15,0,0,2.74,21.12,4.79,5.27,0.00,23.29,6.21,18.58,0.00,0.00
flat,0,1,0,0,0,9,0,3,0,0,0.00,1.51,0.00,0.00,0.00,11.65,0.00,3.72,0.00,0.00
kubelet,12,0,0,0,0,4,0,4,0,0,16.42,0.00,0.00,0.00,0.00,5.18,0.00,4.96,0.00,0.00
stakeholders,4,0,12,0,0,0,1,5,0,0,5.47,0.00,14.37,0.00,0.00,0.00,0.89,6.19,0.00,0.00
code,20,8,7,0,12,3,43,18,0,0,27.37,12.07,8.38,0.00,19.86,3.88,38.17,22.30,0.00,0.00
embeddings,16,0,0,9,3,4,7,2,0,0,21.90,0.00,0.00,15.82,4.97,5.18,6.21,2.48,0.00,0.00
directives,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
compliance,0,0,10,0,4,0,2,0,0,0,0.00,0.00,11.98,0.00,6.62,0.00,1.78,0.00,0.00,0.00
append,0,2,1,11,0,16,2,3,0,0,0.00,3.02,1.20,19.34,0.00,20.71,1.78,3.72,0.00,0.00
spec,0,0,3,0,1,0,11,0,0,0,0.00,0.00,3.59,0.00,1.66,0.00,9.77,0.00,0.00,0.00
duplicates,0,0,0,5,0,16,0,4,0,0,0.00,0.00,0.00,8.79,0.00,20.71,0.00,4.96,0.00,0.00
node,21,13,33,4,7,22,5,16,0,0,28.74,19.61,39.52,7.03,11.59,28.47,4.44,19.82,0.00,0.00
index,17,3,3,14,16,9,18,13,0,0,23.27,4.52,3.59,24.61,26.48,11.65,15.98,16.11,0.00,0.00
iam,0,0,18,0,0,8,6,7,0,0,0.00,0.00,21.56,0.00,0.00,10.35,5.33,8.67,0.00,0.00
indexing,0,0,0,3,5,3,2,0,0,0,0.00,0.00,0.00,5.27,8.28,3.88,1.78,0.00,0.00,0.00
endpoint,8,2,9,0,1,10,17,5,0,0,10.95,3.02,10.78,0.00,1.66,12.94,15.09,6.19,0.00,0.00
svm,0,0,0,13,0,0,0,0,0,0,0.00,0.00,0.00,22.85,0.00,0.00,0.00,0.00,0.00,0.00
single-pass,0,0,0,6,1,0,0,0,0,0,0.00,0.00,0.00,10.55,1.66,0.00,0.00,0.00,0.00,0.00
forest,4,0,0,10,4,5,4,7,4,0,5.47,0.00,0.00,17.58,6.62,6.47,3.55,8.67,1.76,0.00
prompt,0,0,0,0,9,0,0,0,0,0,0.00,0.00,0.00,0.00,14.90,0.00,0.00,0.00,0.00,0.00
notify,12,4,18,0,0,4,4,8,0,0,16.42,6.03,21.56,0.00,0.00,5.18,3.55,9.91,0.00,0.00
invoice,0,8,0,0,0,0,0,0,0,0,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
password,5,11,0,3,7,0,16,0,0,0,6.84,16.59,0.00,5.27,11.59,0.00,14.20,0.00,0.00,0.00
flag,0,0,11,0,0,6,4,7,0,0,0.00,0.00,13.17,0.00,0.00,7.76,3.55,8.67,0.00,0.00
migrations,0,8,8,0,0,0,0,12,0,0,0.00,12.07,9.58,0.00,0.00,0.00,0.00,14.87,0.00,0.00
sum,1,15,0,6,1,9,0,0,0,0,1.37,22.62,0.00,10.55,1.66,11.65,0.00,0.00,0.00,0.00
web,0,2,12,0,0,0,5,1,0,0,0.00,3.02,14.37,0.00,0.00,0.00,4.44,1.24,0.00,0.00
etcd,12,0,4,0,0,12,0,8,0,0,16.42,0.00,4.79,0.00,0.00,15.53,0.00,9.91,0.00,0.00
secrets,0,0,0,0,5,4,6,0,0,0,0.00,0.00,0.00,0.00,8.28,5.18,5.33,0.00,0.00,0.00
manifest,0,0,20,0,0,0,4,0,0,0,0.00,0.00,23.95,0.00,0.00,0.00,3.55,0.00,0.00,0.00
copy,0,9,7,6,2,11,6,4,1,0,0.00,13.57,8.38,10.55,3.31,14.24,5.33,4.96,0.44,0.00
isready,0,8,4,0,0,0,0,4,0,0,0.00,12.07,4.79,0.00,0.00,0.00,0.00,4.96,0.00,0.00
flexbox,0,0,0,7,0,0,0,0,0,0,0.00,0.00,0.00,12.30,0.00,0.00,0.00,0.00,0.00,0.00
env,1,0,2,0,2,1,15,0,0,0,1.37,0.00,2.40,0.00,3.31,1.29,13.32,0.00,0.00,0.00
hardware,1,0,3,6,2,1,2,1,0,0,1.37,0.00,3.59,10.55,3.31,1.29,1.78,1.24,0.00,0.00
chart,16,4,0,0,0,0,0,4,1,0,21.90,6.03,0.00,0.00,0.00,0.00,0.00,4.96,0.44,0.00
namespace,0,4,3,0,0,4,0,12,0,0,0.00,6.03,3.59,0.00,0.00,5.18,0.00,14.87,0.00,0.00
queries,2,1,10,1,8,2,12,7,0,0,2.74,1.51,11.98,1.76,13.24,2.59,10.65,8.67,0.00,0.00
storage,10,0,4,3,4,5,28,20,0,0,13.69,0.00,4.79,5.27,6.62,6.47,24.86,24.78,0.00,0.00
validate,9,1,6,0,3,1,7,10,0,0,12.32,1.51,7.19,0.00,4.97,1.29,6.21,12.39,0.00,0.00
authentication,3,2,13,0,2,0,5,5,0,0,4.11,3.02,15.57,0.00,3.31,0.00,4.44,6.19,0.00,0.00
distilbert,2,0,0,8,5,0,0,1,0,0,2.74,0.00,0.00,14.06,8.28,0.00,0.00,1.24,0.00,0.00
direct,4,2,1,1,9,0,1,2,2,0,5.47,3.02,1.20,1.76,14.90,0.00,0.89,2.48,0.88,0.00
submit,10,4,4,1,0,4,8,4,0,0,13.69,6.03,4.79,1.76,0.00,5.18,7.10,4.96,0.00,0.00
capture,7,0,9,2,0,3,0,3,0,0,9.58,0.00,10.78,3.52,0.00,3.88,0.00,3.72,0.00,0.00
docker,0,4,20,0,0,4,15,4,0,0,0.00,6.03,23.95,0.00,0.00,5.18,13.32,4.96,0.00,0.00
procedure,8,4,28,1,1,6,9,12,0,0,10.95,6.03,33.53,1.76,1.66,7.76,7.99,14.87,0.00,0.00
vmaf,0,0,0,6,0,0,6,0,0,0,0.00,0.00,0.00,10.55,0.00,0.00,5.33,0.00,0.00,0.00
algorithm,2,9,0,3,6,7,2,2,0,0,2.74,13.57,0.00,5.27,9.93,9.06,1.78,2.48,0.00,0.00
portal,2,0,0,0,0,0,24,0,0,0,2.74,0.00,0.00,0.00,0.00,0.00,21.31,0.00,0.00,0.00
cat,0,0,0,0,0,0,8,8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,7.10,9.91,0.00,0.00
wardens,0,0,0,0,0,0,16,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,14.20,0.00,0.00,0.00
anomaly,3,0,0,6,4,3,2,3,0,0,4.11,0.00,0.00,10.55,6.62,3.88,1.78,3.72,0.00,0.00
als,0,0,0,8,4,4,0,4,0,0,0.00,0.00,0.00,14.06,6.62,5.18,0.00,4.96,0.00,0.00
median,0,0,1,2,4,11,0,0,8,0,0.00,0.00,1.20,3.52,6.62,14.24,0.00,0.00,3.51,0.00
upgrade,24,20,16,0,1,32,0,34,0,0,32.85,30.17,19.16,0.00,1.66,41.41,0.00,42.12,0.00,0.00
import,8,12,11,11,2,9,21,6,0,0,10.95,18.10,13.17,19.34,3.31,11.65,18.64,7.43,0.00,0.00
calibrated,0,0,0,6,0,3,1,0,0,0,0.00,0.00,0.00,10.55,0.00,3.88,0.89,0.00,0.00,0.00
null,1,9,5,3,1,4,1,0,0,0,1.37,13.57,5.99,5.27,1.66,5.18,0.89,0.00,0.00,0.00
